ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
GMB_OOS_fo..pc,Gambia,Other Oilseeds,Per-capita food consumption [kg/p/year],GMB,OOS,FO..PC,0.00015956,0.000154607,0.000149823,0.000145214,0.000140782,0.00013653,0.00013245,0.000128537,0.000124783,0.000121181,0.000120897,0.000120215,0.000119648,0.000118942,0.00011813,0.000117302,0.000116447,0.000115579,0.000114676,0.000113751,0.000112801
GMB_PK_fo..pc,Gambia,Pork,Per-capita food consumption [kg/p/year],GMB,PK,FO..PC,0.715303419,0.343571175,0.300978012,0.367445378,0.209400928,0.277914031,0.365366516,0.179760893,0.174510642,0.169473652,0.173213915,0.175337557,0.176912725,0.177852137,0.178228607,0.178605323,0.17891282,0.179145904,0.179140705,0.179304351,0.179200522
GMB_PS_fo..pc,Gambia,Pulses,Per-capita food consumption [kg/p/year],GMB,PS,FO..PC,1.010549279,0.983186178,1.114795034,1.227865628,1.154682396,1.086208334,1.022139546,0.962179458,0.906054902,0.85350589,0.856793418,0.85782669,0.856396011,0.854981117,0.851233899,0.847376408,0.843269625,0.838623164,0.833756719,0.828401897,0.822839707
GMB_PT_fo..pc,Gambia,Poultry,Per-capita food consumption [kg/p/year],GMB,PT,FO..PC,5.657480357,6.74344323,5.290254561,4.820138998,6.682945118,7.120940257,7.755846174,8.341600481,10.17767692,10.69178574,10.90194123,11.06831407,11.20509968,11.29725038,11.36290843,11.41177366,11.44232473,11.45965534,11.46555402,11.45852221,11.44026126
GMB_RI_fo..pc,Gambia,Rice,Per-capita food consumption [kg/p/year],GMB,RI,FO..PC,77.04167678,73.93365369,75.37213012,77.93423953,77.05026044,75.02369175,79.52888022,80.50679184,79.71522257,79.86715164,82.31809357,83.50963936,84.31781213,84.87103881,86.15312221,87.38185594,88.61555737,89.88560039,91.16481783,92.46426396,93.75330127
GMB_RT_fo..pc,Gambia,Roots tubers,Per-capita food consumption [kg/p/year],GMB,RT,FO..PC,2.490324363,1.913118824,2.258999792,2.308365868,2.307606753,2.307514137,2.308130218,2.309469973,2.311556278,2.314398448,2.302534991,2.302406819,2.314749485,2.312482302,2.313497042,2.314786486,2.315730964,2.319123828,2.32294188,2.328210879,2.33571393
GMB_SH_fo..pc,Gambia,Sheep,Per-capita food consumption [kg/p/year],GMB,SH,FO..PC,0.852052602,0.8116869,0.717153361,0.710096798,0.591755761,0.570694643,0.566445645,0.543281597,0.44880107,0.570357833,0.571970301,0.570353681,0.568857508,0.567175477,0.564799675,0.56237438,0.559638717,0.557226066,0.55457585,0.551755015,0.548876243
GMB_SU_fo..pc,Gambia,Sugar,Per-capita food consumption [kg/p/year],GMB,SU,FO..PC,43.7313723,42.94639683,41.61757647,40.87510442,39.62769139,39.44197324,38.75396721,38.08493494,37.43475101,36.80307072,37.46637871,38.15318405,38.79323668,39.28806479,39.71837182,40.17503941,40.69020567,41.17249338,41.60574792,42.04385546,42.46830445
GMB_VL_fo..pc,Gambia,Vegetable oils,Per-capita food consumption [kg/p/year],GMB,VL,FO..PC,15.68702637,13.72350023,13.07784726,13.25716294,12.58341309,12.2447464,11.9638592,11.56893302,11.23115803,10.91992853,12.23846371,12.30195379,12.34487651,12.37306328,12.3655917,12.33996905,12.31090273,12.27413297,12.22793703,12.17317464,12.10830706
GMB_WT_fo..pc,Gambia,Wheat,Per-capita food consumption [kg/p/year],GMB,WT,FO..PC,20.09279268,20.61427048,20.53131719,20.97536553,20.85666618,21.23797184,21.09393152,21.4227759,21.72139873,21.99207885,22.10842864,22.23749799,22.33800595,22.40065318,22.46389704,22.523159,22.57742146,22.62890635,22.67582142,22.71687119,22.75358829
GNB_BT_fo..pc,Guinea-Bissau,Butter,Per-capita food consumption [kg/p/year],GNB,BT,FO..PC,0.001285446,0.095855409,0.001831346,0.001784127,0.001738381,0.001694412,0.001652257,0.001611791,0.001572931,0.00153553,0.001522203,0.001502917,0.001474976,0.001455385,0.001435064,0.001415816,0.001396467,0.001377246,0.001358175,0.001339038,0.001319975
GNB_BV_fo..pc,Guinea-Bissau,Beef and Veal,Per-capita food consumption [kg/p/year],GNB,BV,FO..PC,2.868151776,2.854110474,2.868559927,2.799592038,2.698604167,2.639046248,2.665531385,2.557375802,2.495716459,2.436374013,2.417287164,2.408744013,2.397648472,2.387264208,2.377848595,2.370590614,2.361104067,2.352571041,2.344182695,2.336535198,2.329440243
GNB_EG_fo..pc,Guinea-Bissau,Eggs,Per-capita food consumption [kg/p/year],GNB,EG,FO..PC,0.858035321,0.85706013,0.854628311,0.832592428,0.681348636,0.580053611,0.480623247,0.42802018,0.335525081,0.248649616,0.246562961,0.244954223,0.24379422,0.242469492,0.24109382,0.239610683,0.238126916,0.236568951,0.235026642,0.233395107,0.231768537
GNB_FH_fo..pc,Guinea-Bissau,Fish,Per-capita food consumption [kg/p/year],GNB,FH,FO..PC,1.147975419,1.533579105,2.220161191,1.579631713,0.912342273,0.875502361,1.563111555,0.707131769,0.714539243,0.866313596,0.851361609,0.84163115,0.834398771,0.827106691,0.817941816,0.809825673,0.801112982,0.795179594,0.787921446,0.778747174,0.773030908
GNB_MA_fo..pc,Guinea-Bissau,Maize,Per-capita food consumption [kg/p/year],GNB,MA,FO..PC,10.28356939,9.710842117,9.156731908,8.385395164,8.11244301,7.624852723,7.380081938,6.715797799,7.130618454,6.807515624,6.81890275,6.82534562,6.834407207,6.838998212,6.842488908,6.845193784,6.846117936,6.846424149,6.846041994,6.844357102,6.842091252
GNB_MK_fo..pc,Guinea-Bissau,Milk,Per-capita food consumption [kg/p/year],GNB,MK,FO..PC,10.63638581,10.27672734,10.2089747,11.40298369,9.95547417,9.688793043,9.781835977,9.650493985,9.542287278,9.468945552,9.503130423,9.491267551,9.492572128,9.513622191,9.523014829,9.534074408,9.543109417,9.553167277,9.563079369,9.571984558,9.580412196
GNB_OCG_fo..pc,Guinea-Bissau,Other Coarse Grains,Per-capita food consumption [kg/p/year],GNB,OCG,FO..PC,24.23083392,23.55679261,23.19721899,22.36121434,24.80105366,26.99777918,26.43626311,26.53506806,26.2680816,24.05677236,23.93960602,23.82935655,23.67068924,23.54091939,23.41473236,23.28533068,23.158125,23.03301481,22.90625704,22.7783741,22.64765686
GNB_OOS_fo..pc,Guinea-Bissau,Other Oilseeds,Per-capita food consumption [kg/p/year],GNB,OOS,FO..PC,5.261094669,5.128347095,4.996909182,4.868068013,4.743248079,4.623276922,4.508256334,4.39784395,4.291810191,4.189760732,4.176046843,4.152175694,4.13349545,4.111625527,4.088038398,4.064002358,4.039143399,4.013965892,3.987652912,3.960693552,3.93291063
GNB_PK_fo..pc,Guinea-Bissau,Pork,Per-capita food consumption [kg/p/year],GNB,PK,FO..PC,7.023677897,7.549146011,7.454800671,7.75738259,8.269129052,7.89053648,7.608313726,7.545762955,7.987551013,7.797625265,7.947648325,8.04328312,8.120845615,8.178897383,8.222454086,8.26699598,8.309292797,8.3490597,8.378552715,8.416672267,8.442897203
GNB_PS_fo..pc,Guinea-Bissau,Pulses,Per-capita food consumption [kg/p/year],GNB,PS,FO..PC,2.730287674,2.705252662,2.928322864,3.433254346,3.445580533,3.45918427,3.474318397,3.490905191,3.508940225,3.528270795,3.538569654,3.542551791,3.537407599,3.53374691,3.522109115,3.510139873,3.497260879,3.482261737,3.466457556,3.448715171,3.430191363
GNB_PT_fo..pc,Guinea-Bissau,Poultry,Per-capita food consumption [kg/p/year],GNB,PT,FO..PC,1.944173066,2.173662369,1.940494626,2.110443391,2.220607436,2.255431436,3.061302048,3.473249443,3.104493009,2.89247756,2.941164262,2.985378898,3.024248598,3.054696074,3.082287406,3.105746879,3.124614549,3.140232616,3.153039072,3.16255277,3.169186183
GNB_RI_fo..pc,Guinea-Bissau,Rice,Per-capita food consumption [kg/p/year],GNB,RI,FO..PC,102.5377275,104.2245263,104.9961548,105.1860996,104.965915,104.3701702,104.7979346,104.8318307,104.9976227,105.2989588,108.4294924,109.9901401,111.0785729,111.8765151,113.6908231,115.443587,117.2119901,119.0378773,120.8855254,122.769547,124.6493938
GNB_RT_fo..pc,Guinea-Bissau,Roots tubers,Per-capita food consumption [kg/p/year],GNB,RT,FO..PC,21.98498592,19.88401819,21.41210189,13.82222372,13.18371318,12.57918314,12.00747691,11.46630791,10.95380278,10.4677721,10.40443756,10.4030206,10.4610483,10.45726415,10.47330104,10.49106879,10.5077666,10.53608431,10.56685204,10.60472228,10.65328391
GNB_SH_fo..pc,Guinea-Bissau,Sheep,Per-capita food consumption [kg/p/year],GNB,SH,FO..PC,1.358202428,1.345922717,1.327359857,1.274401652,1.24120378,1.196085231,1.248610728,1.218030815,1.18866361,1.1603999,1.160458047,1.156918471,1.154637822,1.153329019,1.152175364,1.15100963,1.149292191,1.148318099,1.146927016,1.145238609,1.143475243
GNB_SU_fo..pc,Guinea-Bissau,Sugar,Per-capita food consumption [kg/p/year],GNB,SU,FO..PC,10.92634424,11.27710697,11.59852708,11.29946866,11.5892043,11.86088201,12.66730482,12.89433177,12.58344433,12.796082,12.99063468,13.22580087,13.45646503,13.65303166,13.84676333,14.05213866,14.28056117,14.50008806,14.70485845,14.91368313,15.11993558
GNB_VL_fo..pc,Guinea-Bissau,Vegetable oils,Per-capita food consumption [kg/p/year],GNB,VL,FO..PC,10.6836738,10.40901718,10.02912819,9.283243552,9.397536614,9.085167638,8.796065319,8.645338973,8.414819387,8.208555988,9.174228776,9.219753156,9.257969193,9.29607683,9.320211013,9.331558781,9.341127481,9.345624029,9.343610339,9.335557111,9.320140408
GNB_WT_fo..pc,Guinea-Bissau,Wheat,Per-capita food consumption [kg/p/year],GNB,WT,FO..PC,9.640846308,10.02409509,10.3776295,10.70475978,11.00974408,11.29607811,11.56580005,11.81980413,11.53482397,11.26055216,11.30960714,11.37471676,11.42859616,11.46773415,11.51269533,11.5562086,11.59775497,11.6384766,11.67743838,11.71393404,11.74873259
GNQ_BT_fo..pc,Equatorial Guinea,Butter,Per-capita food consumption [kg/p/year],GNQ,BT,FO..PC,0.064135993,0.068390511,0.08184149,0.083045291,0.07968664,0.076570393,0.073680506,0.070995333,0.068498674,0.06617141,0.063858836,0.061462221,0.059165585,0.057429827,0.055806284,0.054287804,0.052820839,0.051412792,0.050059749,0.048750543,0.047486831
GNQ_BV_fo..pc,Equatorial Guinea,Beef and Veal,Per-capita food consumption [kg/p/year],GNQ,BV,FO..PC,2.680463955,2.604169867,2.526783789,2.477702405,2.504551103,2.410180722,2.319216713,2.234696427,2.156109935,2.082855423,2.00499849,1.930462413,1.859364135,1.802137502,1.750367673,1.701220662,1.652073255,1.605323651,1.560268474,1.517201997,1.475820133
GNQ_EG_fo..pc,Equatorial Guinea,Eggs,Per-capita food consumption [kg/p/year],GNQ,EG,FO..PC,0.375353272,0.376147812,0.368286705,0.245491109,0.235562563,0.227073753,0.220591247,0.214563673,0.207018215,0.199984706,0.192781282,0.185592313,0.178903623,0.1737693,0.1691983,0.164775859,0.160558998,0.156456499,0.152579438,0.14881465,0.14522644
GNQ_FH_fo..pc,Equatorial Guinea,Fish,Per-capita food consumption [kg/p/year],GNQ,FH,FO..PC,18.34080485,18.5500208,15.82926454,16.35550305,16.13924778,14.89648994,13.09353464,13.24065773,11.69753458,11.41423811,11.30477963,10.83386161,10.46056143,10.20511328,9.99726032,9.791112457,9.564824227,9.405256345,9.227378355,9.02010437,8.880427465
GNQ_MA_fo..pc,Equatorial Guinea,Maize,Per-capita food consumption [kg/p/year],GNQ,MA,FO..PC,9.46269E-05,9.05169E-05,8.66557E-05,8.30453E-05,7.96866E-05,7.65704E-05,7.36805E-05,7.09953E-05,6.84987E-05,6.61714E-05,6.54765E-05,6.4785E-05,6.4144E-05,6.3662E-05,6.32229E-05,6.27949E-05,6.23688E-05,6.19541E-05,6.15497E-05,6.11494E-05,6.07585E-05
GNQ_MK_fo..pc,Equatorial Guinea,Milk,Per-capita food consumption [kg/p/year],GNQ,MK,FO..PC,0.864667793,1.008507601,0.696913023,0.585754426,1.073812008,0.95547003,0.847234941,0.803674267,0.775411842,0.749066981,0.729650537,0.706390842,0.685027607,0.669256636,0.654887002,0.641613123,0.628934254,0.616909635,0.605361011,0.594228225,0.583486067
GNQ_OCG_fo..pc,Equatorial Guinea,Other Coarse Grains,Per-capita food consumption [kg/p/year],GNQ,OCG,FO..PC,0.000567761,0.000543101,0.000519934,0.000498272,0.00047812,0.000459422,0.000442083,0.000425972,0.000410992,0.000397028,0.000391848,0.000387017,0.000382281,0.000378166,0.000374478,0.000370879,0.000367342,0.000363916,0.000360532,0.000357211,0.000353895
GNQ_OOS_fo..pc,Equatorial Guinea,Other Oilseeds,Per-capita food consumption [kg/p/year],GNQ,OOS,FO..PC,0.000283881,0.000271551,0.000259967,0.000249136,0.00023906,0.000229711,0.000221042,0.000212986,0.000205496,0.000198514,0.000199345,0.000198311,0.000198323,0.000198533,0.000198759,0.000199112,0.000199501,0.000199962,0.000200407,0.000200885,0.000201378
GNQ_PK_fo..pc,Equatorial Guinea,Pork,Per-capita food consumption [kg/p/year],GNQ,PK,FO..PC,4.008815003,5.268483155,5.287152818,5.196051609,5.522815413,5.562073312,4.576050598,4.137923533,4.97878808,3.856763883,3.810223465,3.726504256,3.636461523,3.572482408,3.512351966,3.456360322,3.403092519,3.352230267,3.300569758,3.255173111,3.208529632
GNQ_PS_fo..pc,Equatorial Guinea,Pulses,Per-capita food consumption [kg/p/year],GNQ,PS,FO..PC,9.46269E-05,9.05169E-05,8.66557E-05,8.30453E-05,7.96866E-05,7.65704E-05,7.36805E-05,7.09953E-05,6.84987E-05,6.61714E-05,6.57721E-05,6.52882E-05,6.46704E-05,6.42929E-05,6.38576E-05,6.34514E-05,6.30546E-05,6.2643E-05,6.2237E-05,6.18189E-05,6.14038E-05
GNQ_PT_fo..pc,Equatorial Guinea,Poultry,Per-capita food consumption [kg/p/year],GNQ,PT,FO..PC,19.0786706,25.54566632,23.55735075,23.63302902,23.64143243,22.3754001,20.17888005,19.10768388,18.65972384,18.68746796,18.84837138,18.47240541,18.11264821,17.86707471,17.64060663,17.41739301,17.19812729,16.98743742,16.78692307,16.58979307,16.39255802
GNQ_RI_fo..pc,Equatorial Guinea,Rice,Per-capita food consumption [kg/p/year],GNQ,RI,FO..PC,9.147264615,10.66087382,12.03551323,15.13269754,16.20295018,16.84548635,16.20971122,16.01339174,16.2113529,17.13104287,17.12738222,17.05489466,17.0002452,16.97386595,16.95226759,16.94188338,16.93850042,16.9443123,16.95240692,16.96839158,16.98007497
GNQ_RT_fo..pc,Equatorial Guinea,Roots tubers,Per-capita food consumption [kg/p/year],GNQ,RT,FO..PC,49.20693721,49.24116815,48.85936949,46.58840846,45.31809777,44.0893341,42.6209428,41.29519263,40.09270244,38.97328591,38.92962375,38.46654775,38.26400509,37.98036377,37.83533827,37.62566739,37.46061758,37.27752322,37.10809006,36.93112886,36.76036949
GNQ_SH_fo..pc,Equatorial Guinea,Sheep,Per-capita food consumption [kg/p/year],GNQ,SH,FO..PC,0.320785107,0.311377975,0.29289625,0.284845349,0.295637435,0.291733195,0.280722726,0.270492218,0.260979949,0.252113073,0.24321656,0.233649147,0.225338579,0.218751978,0.212587174,0.206702974,0.200994179,0.195613964,0.190455283,0.185445279,0.180635585
GNQ_SU_fo..pc,Equatorial Guinea,Sugar,Per-capita food consumption [kg/p/year],GNQ,SU,FO..PC,9.46269E-05,9.05169E-05,8.66557E-05,8.30453E-05,7.96866E-05,7.65704E-05,7.36805E-05,7.09953E-05,6.84987E-05,6.61714E-05,6.48013E-05,6.3684E-05,6.26434E-05,6.1947E-05,6.13411E-05,6.08076E-05,6.03781E-05,5.99287E-05,5.94427E-05,5.89917E-05,5.85509E-05
GNQ_VL_fo..pc,Equatorial Guinea,Vegetable oils,Per-capita food consumption [kg/p/year],GNQ,VL,FO..PC,11.72677221,11.21743178,10.7389322,10.29150769,9.875281995,9.489096494,9.130963077,8.798199171,8.488797144,8.200387594,8.411163835,8.200622979,8.0121785,7.900184839,7.798226987,7.69765344,7.607059016,7.522197183,7.441513621,7.364700903,7.291704348
GNQ_WT_fo..pc,Equatorial Guinea,Wheat,Per-capita food consumption [kg/p/year],GNQ,WT,FO..PC,15.77114589,9.051685322,22.62676487,22.60677376,21.24977073,24.24729096,24.15083237,21.29859985,22.07179502,22.79237464,22.97777142,22.78584803,22.57722736,22.39778385,22.23149621,22.0714392,21.91570242,21.76577184,21.61752497,21.46964396,21.32348623
GRD_BT_fo..pc,Grenada,Butter,Per-capita food consumption [kg/p/year],GRD,BT,FO..PC,0.219723526,0.237925298,0.331813304,0.358798603,0.35727717,0.355728642,0.354091146,0.352422917,0.350750894,0.34918448,0.354540233,0.358251089,0.362726553,0.367502801,0.371763865,0.376251182,0.380717954,0.385266846,0.389874074,0.394479832,0.399113355
GRD_BV_fo..pc,Grenada,Beef and Veal,Per-capita food consumption [kg/p/year],GRD,BV,FO..PC,3.383742306,4.043778371,2.893412007,2.723092554,2.342986072,3.440270417,3.580979669,3.56410861,3.547199172,3.531357783,3.521082275,3.519858703,3.524464909,3.527350199,3.531010124,3.535940669,3.538504179,3.542684162,3.547689859,3.553682412,3.560694679
GRD_EG_fo..pc,Grenada,Eggs,Per-capita food consumption [kg/p/year],GRD,EG,FO..PC,13.07832642,13.32381671,13.27253214,13.00172832,12.97480248,12.95601158,12.99887234,13.01182508,12.95009221,12.89225857,13.00875497,13.13710891,13.29747981,13.4585945,13.61912063,13.77921094,13.94948873,14.11719076,14.29681355,14.48068606,14.66920176
GRD_FH_fo..pc,Grenada,Fish,Per-capita food consumption [kg/p/year],GRD,FH,FO..PC,28.65069096,30.3245368,30.38922155,29.64514869,28.35261149,27.99964953,25.52413485,27.88529114,28.65162195,29.88756639,27.487747,27.43780373,27.78379428,27.97770006,28.15847812,28.37364679,28.44167776,28.93755713,29.36339079,29.7950285,30.15262529
GRD_MA_fo..pc,Grenada,Maize,Per-capita food consumption [kg/p/year],GRD,MA,FO..PC,10.50851648,10.46871313,10.42841811,10.38627534,10.34223386,10.29740805,10.25000686,10.20171603,10.15331535,10.1079718,10.10215479,10.10544835,10.12106598,10.13874882,10.15761895,10.17875983,10.20213718,10.22872289,10.25887551,10.29185298,10.32871435
GRD_MK_fo..pc,Grenada,Milk,Per-capita food consumption [kg/p/year],GRD,MK,FO..PC,6.457578908,5.971734649,5.638930084,4.54352336,5.489469694,5.565842664,5.072635213,5.044284863,5.020352926,4.997932601,5.02001109,5.037091801,5.059931494,5.082094838,5.109135911,5.137801817,5.169082356,5.201323027,5.236024179,5.271702667,5.308442084
GRD_OCG_fo..pc,Grenada,Other Coarse Grains,Per-capita food consumption [kg/p/year],GRD,OCG,FO..PC,0.005158726,0.005139186,0.005119405,0.005098717,0.005077097,0.005055091,0.005031822,0.005008115,0.004984355,0.004962095,0.004910284,0.00486949,0.004833194,0.004794897,0.004757483,0.004720771,0.004684833,0.00464953,0.004614672,0.004580064,0.004545735
GRD_OOS_fo..pc,Grenada,Other Oilseeds,Per-capita food consumption [kg/p/year],GRD,OOS,FO..PC,0.002579363,0.002569593,0.002559703,0.002549358,0.002538548,0.002527546,0.002515911,0.002504058,0.002492177,0.002481048,0.002502727,0.002515944,0.002535234,0.00255508,0.002573515,0.00259254,0.002611766,0.002631514,0.002651177,0.002670915,0.002690745
GRD_PK_fo..pc,Grenada,Pork,Per-capita food consumption [kg/p/year],GRD,PK,FO..PC,6.824803793,6.989293565,7.925597764,7.546101141,7.371192135,6.934836258,6.902913711,6.870392033,6.837796373,6.807259552,6.840342474,6.91195461,6.964940277,7.016502664,7.073705943,7.132679224,7.193137194,7.257123749,7.320137271,7.388512661,7.456743795
GRD_PS_fo..pc,Grenada,Pulses,Per-capita food consumption [kg/p/year],GRD,PS,FO..PC,8.024685311,6.785629509,7.54638256,7.232624467,7.282555208,7.333221853,7.383316923,7.434005449,7.485839199,7.541177245,7.607950552,7.697592959,7.784425748,7.878985738,7.970178514,8.064478338,8.162539988,8.26066718,8.361787798,8.463869476,8.567872683
GRD_PT_fo..pc,Grenada,Poultry,Per-capita food consumption [kg/p/year],GRD,PT,FO..PC,56.25590999,58.67237858,57.86634406,62.5017724,60.23128961,65.41288044,57.70660681,63.47785944,62.07183187,67.58373725,67.63431635,67.71837203,67.86474952,68.00213163,68.1914267,68.38736386,68.5921585,68.81593183,69.06511342,69.32284105,69.59724854
GRD_RI_fo..pc,Grenada,Rice,Per-capita food consumption [kg/p/year],GRD,RI,FO..PC,20.06171328,19.98572506,21.33085523,21.24465411,21.6246708,21.5309441,21.43183253,21.79457516,22.15268803,22.97266318,23.14478817,23.34484599,23.55442788,23.74689418,23.94538696,24.14982133,24.3562973,24.56592258,24.77929942,24.99577647,25.20922013
GRD_RT_fo..pc,Grenada,Roots tubers,Per-capita food consumption [kg/p/year],GRD,RT,FO..PC,6.610812185,5.814894292,5.96846911,5.570820412,5.666892851,5.764078548,5.861347155,5.959609992,6.059318827,6.16241968,5.800785863,5.878163129,5.959871014,6.044230092,6.129485615,6.216753607,6.304195866,6.394125674,6.483863015,6.575567923,6.666531268
